time,Manual
2010-10-14 14:00:03,0
2010-10-14 15:00:03,0
2010-10-14 16:00:03,0
2010-10-14 17:00:03,0
2010-10-14 18:00:03,0
2010-10-14 19:00:03,0
2010-10-14 20:00:03,0
2010-10-14 21:00:03,0
2010-10-14 22:00:03,1
2010-10-14 23:00:03,1
2010-10-15 00:00:03,1
2010-10-15 01:00:03,1
2010-10-15 02:00:03,1
2010-10-15 03:00:03,1
2010-10-15 04:00:03,1
2010-10-15 05:00:03,1
2010-10-15 06:00:03,0
2010-10-15 07:00:03,1
2010-10-15 08:00:03,0
