time,Manual
2010-10-17 09:00:06,0
2010-10-17 10:00:06,0
2010-10-17 11:00:06,0
2010-10-17 12:00:06,0
2010-10-17 13:00:06,0
2010-10-17 14:00:06,0
2010-10-17 15:00:06,0
2010-10-17 16:00:06,0
2010-10-17 17:00:06,0
2010-10-17 18:00:06,0
2010-10-17 19:00:06,0
2010-10-17 20:00:06,0
2010-10-17 21:00:06,0
2010-10-17 22:00:06,1
2010-10-17 23:00:06,0
