time,Manual
2010-10-13 18:00:06,0
2010-10-13 19:00:06,0
2010-10-13 20:00:06,0
2010-10-13 21:00:06,0
2010-10-13 22:00:06,0
2010-10-13 23:00:06,0
2010-10-14 00:00:06,0
2010-10-14 01:00:06,1
2010-10-14 02:00:06,1
2010-10-14 03:00:06,0
2010-10-14 04:00:06,0
2010-10-14 05:00:06,0
2010-10-14 06:00:06,0
2010-10-14 07:00:06,0
2010-10-14 08:00:06,0
