time,Manual
2009-01-05 14:00:09,0
2009-01-05 15:00:09,0
2009-01-05 16:00:09,0
2009-01-05 17:00:09,0
2009-01-05 18:00:09,0
2009-01-05 19:00:09,0
2009-01-05 20:00:09,0
2009-01-05 21:00:09,1#can't be sure yet
2009-01-05 22:00:09,1#was awake a few before
2009-01-05 23:00:09,1
2009-01-06 00:00:09,1
2009-01-06 01:00:09,1
2009-01-06 02:00:09,1
2009-01-06 03:00:09,1
2009-01-06 04:00:09,1
2009-01-06 05:00:09,1
#note sure why stop; if needed, wake at 6(label 0), off camera at 7 (invalid data!)
