time,Manual
2010-10-27 09:00:02,0
2010-10-27 10:00:02,0
2010-10-27 11:00:02,0
2010-10-27 12:00:02,1
2010-10-27 13:00:02,1
2010-10-27 14:00:02,0
2010-10-27 15:00:02,1
2010-10-27 16:00:02,1
2010-10-27 17:00:02,1
2010-10-27 18:00:02,1
2010-10-27 19:00:02,0
2010-10-27 20:00:02,0
2010-10-27 21:00:02,0
2010-10-27 22:00:02,1
2010-10-27 23:00:02,1
2010-10-28 00:00:02,1
2010-10-28 01:00:02,0
2010-10-28 02:00:02,1
2010-10-28 03:00:02,1
2010-10-28 04:00:02,1
2010-10-28 05:00:02,1
2010-10-28 06:00:02,1
