time,Manual
2009-10-09 18:00:00,1
2009-10-09 19:00:00,0
2009-10-09 20:00:00,0
2009-10-09 21:00:00,1
2009-10-09 22:00:00,1
2009-10-09 23:00:00,1
2009-10-10 00:00:00,1
2009-10-10 01:00:00,1
2009-10-10 02:00:00,1
2009-10-10 03:00:00,0
2009-10-10 04:00:00,1
2009-10-10 05:00:00,0#Midsleep opening eyes...
2009-10-10 06:00:00,0
2009-10-10 07:00:00,0
2009-10-10 08:00:00,0
2009-10-10 09:00:00,0
2009-10-10 10:00:00,0
